cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
104,89,20.6,154.35,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Enviar encuesta de satisfacción,bajo
105,69,27.6,1221.12,2026-07-12,Alta distancia al gimnasio; Sin interacción con la app; Baja satisfacción (NPS < 5),Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Push notification con novedades del centro,bajo
106,86,24.2,660.0,2026-07-12,Cambio reciente de entrenador; Precio elevado respecto al uso; Impagos recurrentes; Baja frecuencia de visitas,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Enviar encuesta de satisfacción,bajo
107,69,18.0,1865.6,2026-07-12,Alta distancia al gimnasio; Competidor cercano recién abierto; Cambio reciente de entrenador; Sin renovación automática,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
108,71,37.3,530.42,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes; Impagos recurrentes,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
109,66,29.7,31.24,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
110,82,20.8,774.25,2026-07-12,Alta distancia al gimnasio; Baja frecuencia de visitas,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Push notification con novedades del centro,bajo
111,99,8.3,1681.92,2026-07-12,Impagos recurrentes; Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Sin renovación automática,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Enviar encuesta de satisfacción,bajo
112,56,49.7,34.34,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app; Impagos recurrentes,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
113,87,18.4,1239.45,2026-07-12,Competidor cercano recién abierto; Sin renovación automática,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Email de fidelización estándar,bajo
114,26,64.9,107.62,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app; Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente presenta señales críticas: alta distancia al gimnasio. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
115,36,61.5,113.47,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Cambio reciente de entrenador,Precio elevado respecto al uso,El cliente presenta señales críticas: precio elevado respecto al uso. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
116,56,43.2,1209.01,2026-07-12,Sin renovación automática; Competidor cercano recién abierto; Baja frecuencia de visitas; Alta distancia al gimnasio,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
117,50,51.1,234.12,2026-07-12,Impagos recurrentes; Sin interacción con la app; Cambio reciente de entrenador; Precio elevado respecto al uso,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
118,44,52.1,29.88,2026-07-12,Alta distancia al gimnasio; Sin interacción con la app,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
119,46,50.3,499.51,2026-07-12,Sin renovación automática; Impagos recurrentes; Cambio reciente de entrenador,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
120,63,40.4,1070.81,2026-07-12,Baja frecuencia de visitas; Cancelaciones de clases frecuentes,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
121,60,42.4,1322.16,2026-07-12,Cancelaciones de clases frecuentes; Alta distancia al gimnasio; Sin interacción con la app,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
122,33,59.2,1332.66,2026-07-12,Precio elevado respecto al uso; Alta distancia al gimnasio; Baja frecuencia de visitas,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
123,60,36.6,2054.8,2026-07-12,Impagos recurrentes; Precio elevado respecto al uso,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
124,93,15.8,32.38,2026-07-12,Cambio reciente de entrenador; Baja frecuencia de visitas,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
125,50,46.4,528.36,2026-07-12,Alta distancia al gimnasio; Competidor cercano recién abierto; Impagos recurrentes; Baja satisfacción (NPS < 5),Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
126,56,43.8,871.42,2026-07-12,Precio elevado respecto al uso; Impagos recurrentes; Baja satisfacción (NPS < 5); Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
127,100,7.4,748.5,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
128,65,25.5,1691.76,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Impagos recurrentes; Cancelaciones de clases frecuentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
129,64,24.4,231.21,2026-07-12,Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
130,34,62.5,378.0,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app; Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente presenta señales críticas: baja satisfacción (nps < 5). Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
131,63,24.0,792.8,2026-07-12,Competidor cercano recién abierto; Alta distancia al gimnasio; Precio elevado respecto al uso,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
132,78,15.4,5045.64,2026-07-12,Impagos recurrentes; Sin renovación automática,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Email de fidelización estándar,bajo
133,50,48.8,751.96,2026-07-12,Precio elevado respecto al uso; Cambio reciente de entrenador; Impagos recurrentes; Sin interacción con la app,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
134,79,18.5,295.5,2026-07-12,Competidor cercano recién abierto; Sin interacción con la app; Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Push notification con novedades del centro,bajo
135,89,7.3,1621.97,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso; Competidor cercano recién abierto; Impagos recurrentes,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
136,54,37.6,551.76,2026-07-12,Sin interacción con la app; Cambio reciente de entrenador; Competidor cercano recién abierto,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
137,68,35.2,689.01,2026-07-12,Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Sin interacción con la app,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
138,60,32.7,1800.96,2026-07-12,Impagos recurrentes; Precio elevado respecto al uso,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
139,60,43.1,73.68,2026-07-12,Baja frecuencia de visitas; Sin renovación automática; Sin interacción con la app,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
140,56,42.7,1962.9,2026-07-12,Sin interacción con la app; Cancelaciones de clases frecuentes; Sin renovación automática,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
141,55,38.0,469.14,2026-07-12,Cancelaciones de clases frecuentes; Cambio reciente de entrenador; Baja satisfacción (NPS < 5),Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
142,70,23.6,1116.64,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
143,74,13.6,1662.39,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Impagos recurrentes; Competidor cercano recién abierto,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
144,81,7.9,933.92,2026-07-12,Sin renovación automática; Competidor cercano recién abierto,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
145,50,41.2,67.88,2026-07-12,Sin renovación automática; Impagos recurrentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
